wavelength_nm,ED_m2,MD_m2,EQ_m2,MQ_m2,Total_m2
888.00,2.7847763e-14,1.8187016e-15,2.1756539e-17,2.7613545e-18,2.9690988e-14
890.00,2.7611088e-14,1.8029937e-15,2.1372105e-17,2.7082424e-18,2.9438168e-14
892.00,2.7376444e-14,1.7874377e-15,2.0995293e-17,2.6562392e-18,2.9187538e-14
894.00,2.714382e-14,1.7720321e-15,2.0625933e-17,2.6053199e-18,2.8939088e-14
896.00,2.6913206e-14,1.7567753e-15,2.0263864e-17,2.5554601e-18,2.8692805e-14
898.00,2.6684591e-14,1.7416657e-15,1.9908924e-17,2.5066361e-18,2.8448677e-14
900.00,2.6457965e-14,1.7267016e-15,1.956096e-17,2.4588247e-18,2.8206691e-14
902.00,2.6233316e-14,1.7118817e-15,1.9219818e-17,2.4120033e-18,2.7966834e-14
904.00,2.6010634e-14,1.6972044e-15,1.8885351e-17,2.3661496e-18,2.7729094e-14
906.00,2.5789907e-14,1.6826681e-15,1.8557413e-17,2.3212422e-18,2.7493457e-14
908.00,2.5571123e-14,1.6682713e-15,1.8235865e-17,2.27726e-18,2.7259911e-14
910.00,2.5354271e-14,1.6540127e-15,1.7920566e-17,2.2341824e-18,2.7028443e-14
912.00,2.5139339e-14,1.6398908e-15,1.7611384e-17,2.1919894e-18,2.6799037e-14
914.00,2.4926315e-14,1.625904e-15,1.7308187e-17,2.1506613e-18,2.6571682e-14
916.00,2.4715187e-14,1.6120511e-15,1.7010845e-17,2.1101791e-18,2.6346362e-14
918.00,2.4505942e-14,1.5983305e-15,1.6719234e-17,2.070524e-18,2.6123065e-14
920.00,2.4298568e-14,1.5847409e-15,1.6433232e-17,2.0316779e-18,2.5901777e-14
922.00,2.4093052e-14,1.571281e-15,1.6152718e-17,1.993623e-18,2.5682483e-14
924.00,2.3889382e-14,1.5579493e-15,1.5877577e-17,1.9563418e-18,2.5465169e-14
926.00,2.3687545e-14,1.5447445e-15,1.5607693e-17,1.9198174e-18,2.5249821e-14
928.00,2.3487529e-14,1.5316653e-15,1.5342956e-17,1.8840332e-18,2.5036424e-14
930.00,2.328932e-14,1.5187104e-15,1.5083257e-17,1.8489731e-18,2.4824965e-14
932.00,2.3092905e-14,1.5058785e-15,1.482849e-17,1.8146212e-18,2.4615429e-14
934.00,2.2898271e-14,1.4931683e-15,1.4578551e-17,1.7809621e-18,2.4407802e-14
936.00,2.2705405e-14,1.4805785e-15,1.4333338e-17,1.7479808e-18,2.4202068e-14
938.00,2.2514295e-14,1.4681079e-15,1.4092752e-17,1.7156624e-18,2.3998214e-14
940.00,2.2324926e-14,1.4557552e-15,1.3856697e-17,1.6839927e-18,2.3796225e-14
942.00,2.2137286e-14,1.4435192e-15,1.3625078e-17,1.6529576e-18,2.3596086e-14
944.00,2.1951361e-14,1.4313987e-15,1.3397803e-17,1.6225433e-18,2.3397783e-14
946.00,2.1767138e-14,1.4193925e-15,1.3174781e-17,1.5927366e-18,2.3201301e-14
948.00,2.1584604e-14,1.4074994e-15,1.2955925e-17,1.5635242e-18,2.3006625e-14
950.00,2.1403745e-14,1.3957182e-15,1.2741147e-17,1.5348934e-18,2.2813742e-14
952.00,2.1224549e-14,1.3840478e-15,1.2530364e-17,1.5068317e-18,2.2622636e-14
954.00,2.1047e-14,1.372487e-15,1.2323493e-17,1.479327e-18,2.2433292e-14
956.00,2.0871088e-14,1.3610347e-15,1.2120455e-17,1.4523672e-18,2.2245697e-14
958.00,2.0696797e-14,1.3496897e-15,1.1921169e-17,1.4259407e-18,2.2059836e-14
960.00,2.0524114e-14,1.338451e-15,1.172556e-17,1.4000362e-18,2.1875693e-14
962.00,2.0353027e-14,1.3273175e-15,1.1533551e-17,1.3746425e-18,2.1693255e-14
964.00,2.0183522e-14,1.316288e-15,1.1345071e-17,1.3497488e-18,2.1512507e-14
966.00,2.0015586e-14,1.3053616e-15,1.1160046e-17,1.3253444e-18,2.1333434e-14
968.00,1.9849204e-14,1.294537e-15,1.0978407e-17,1.301419e-18,2.1156023e-14
