wavelength_nm,ED_m2,MD_m2,EQ_m2,MQ_m2,Total_m2
722.00,5.3787034e-14,3.877549e-15,1.1160298e-16,1.5924194e-17,5.7792173e-14
724.00,5.3420333e-14,3.8412521e-15,1.0919201e-16,1.5569527e-17,5.7386407e-14
726.00,5.3053493e-14,3.8053295e-15,1.0683944e-16,1.5223418e-17,5.6980944e-14
728.00,5.2686602e-14,3.7697769e-15,1.045437e-16,1.4885646e-17,5.6575865e-14
730.00,5.2319747e-14,3.7345905e-15,1.0230327e-16,1.4555994e-17,5.6171252e-14
732.00,5.1953012e-14,3.699766e-15,1.0011667e-16,1.4234253e-17,5.5767182e-14
734.00,5.1586479e-14,3.6652998e-15,9.7982478e-17,1.3920218e-17,5.5363733e-14
736.00,5.1220227e-14,3.6311877e-15,9.5899294e-17,1.3613692e-17,5.4960978e-14
738.00,5.0854335e-14,3.597426e-15,9.3865771e-17,1.3314481e-17,5.455899e-14
740.00,5.0488879e-14,3.5640108e-15,9.1880599e-17,1.3022398e-17,5.4157839e-14
742.00,5.0123932e-14,3.5309383e-15,8.9942504e-17,1.273726e-17,5.3757595e-14
744.00,4.9759567e-14,3.4982049e-15,8.805025e-17,1.2458889e-17,5.3358324e-14
746.00,4.9395852e-14,3.4658068e-15,8.6202636e-17,1.2187113e-17,5.2960091e-14
748.00,4.9032857e-14,3.4337403e-15,8.4398497e-17,1.1921763e-17,5.2562958e-14
750.00,4.8670646e-14,3.4020018e-15,8.26367e-17,1.1662677e-17,5.2166987e-14
752.00,4.8309284e-14,3.3705878e-15,8.0916143e-17,1.1409695e-17,5.1772236e-14
754.00,4.7948833e-14,3.3394947e-15,7.9235757e-17,1.1162663e-17,5.1378763e-14
756.00,4.7589352e-14,3.308719e-15,7.7594505e-17,1.092143e-17,5.0986623e-14
758.00,4.72309e-14,3.2782572e-15,7.5991377e-17,1.0685849e-17,5.059587e-14
760.00,4.6873533e-14,3.2481059e-15,7.4425391e-17,1.0455779e-17,5.0206554e-14
762.00,4.6517306e-14,3.2182618e-15,7.2895595e-17,1.023108e-17,4.9818727e-14
764.00,4.6162271e-14,3.1887215e-15,7.1401063e-17,1.0011617e-17,4.9432437e-14
766.00,4.5808478e-14,3.1594816e-15,6.9940893e-17,9.7972595e-18,4.9047729e-14
768.00,4.5455977e-14,3.130539e-15,6.8514212e-17,9.5878795e-18,4.8664648e-14
770.00,4.5104815e-14,3.1018903e-15,6.7120167e-17,9.3833524e-18,4.8283238e-14
772.00,4.4755037e-14,3.0735323e-15,6.5757933e-17,9.1835574e-18,4.7903539e-14
774.00,4.4406687e-14,3.0454619e-15,6.4426706e-17,8.9883764e-18,4.7525591e-14
776.00,4.4059807e-14,3.017676e-15,6.3125702e-17,8.7976948e-18,4.7149433e-14
778.00,4.3714438e-14,2.9901715e-15,6.1854163e-17,8.611401e-18,4.6775101e-14
780.00,4.3370618e-14,2.9629452e-15,6.061135e-17,8.4293863e-18,4.6402629e-14
782.00,4.3028384e-14,2.9359942e-15,5.9396542e-17,8.2515449e-18,4.6032051e-14
784.00,4.2687772e-14,2.9093155e-15,5.8209042e-17,8.0777737e-18,4.5663398e-14
