wavelength_nm,ED_m2,MD_m2,EQ_m2,MQ_m2,Total_m2
970.00,1.3904081e-14,2.2285604e-15,7.5510846e-18,1.7383751e-19,1.6140367e-14
972.00,1.3769856e-14,2.1659966e-15,7.4266961e-18,1.6916749e-19,1.594345e-14
974.00,1.3637267e-14,2.1055945e-15,7.3046172e-18,1.6463479e-19,1.5750331e-14
976.00,1.3506289e-14,2.0472643e-15,7.1848e-18,1.6023502e-19,1.5560899e-14
978.00,1.3376899e-14,1.9909203e-15,7.067198e-18,1.5596392e-19,1.5375043e-14
980.00,1.3249074e-14,1.9364811e-15,6.9517653e-18,1.518174e-19,1.519266e-14
982.00,1.3122791e-14,1.8838692e-15,6.8384575e-18,1.477915e-19,1.5013648e-14
984.00,1.2998028e-14,1.833011e-15,6.727231e-18,1.4388241e-19,1.4837911e-14
986.00,1.2874763e-14,1.783836e-15,6.6180432e-18,1.4008643e-19,1.4665358e-14
988.00,1.2752974e-14,1.7362774e-15,6.5108524e-18,1.364e-19,1.44959e-14
990.00,1.263264e-14,1.6902713e-15,6.405618e-18,1.3281968e-19,1.4329451e-14
992.00,1.251374e-14,1.6457569e-15,6.3023002e-18,1.2934215e-19,1.416593e-14
994.00,1.2396254e-14,1.6026762e-15,6.2008601e-18,1.2596419e-19,1.4005258e-14
996.00,1.2280161e-14,1.5609738e-15,6.1012597e-18,1.226827e-19,1.3847359e-14
998.00,1.2165441e-14,1.5205967e-15,6.0034618e-18,1.1949468e-19,1.3692162e-14
1000.00,1.2052075e-14,1.4814946e-15,5.9074301e-18,1.1639725e-19,1.3539595e-14
